,data.1,engorgement,stage,host,species,depth,host.temp
44358,0.56,0.112,adult female,Bird,Groundhog,62,101.1111111
44359,0.56,0.112,nymph,Cat,American Dog,62.4,101.1555556
44360,0.56,0.112,adult female,Dog,Rocky Mountain Wood,62.3,101.1444444
44361,0.7,0.14,nymph,Cat,Western Blacklegged,62.5,101.1666667
44362,0.55,0.11,adult male,Racoon,Groundhog,62.2,101.1333333
44363,0.56,0.112,adult female,Dog,Rocky Mountain Wood,60.9,100.9888889
44364,0.55,0.11,adult male,Squirrel,Rocky Mountain Wood,62.7,101.1888889
44365,0.56,0.112,adult female,Bird,Groundhog,60.6,100.9555556
44366,0.56,0.112,adult female,Cat,American Dog,62,101.1111111
44367,0.58,0.116,adult female,Cat,American Dog,62.3,101.1444444
44368,0.54,0.108,adult female,Bird,Groundhog,62,101.1111111
44369,0.51,0.102,adult female,Racoon,Rocky Mountain Wood,61.5,101.0555556
44370,0.51,0.102,adult female,Racoon,Rocky Mountain Wood,61.1,101.0111111
44371,0.58,0.116,adult female,Dog,Rocky Mountain Wood,62.2,101.1333333
44372,0.43,0.086,adult female,Racoon,Blacklegged,61.5,101.0555556
44373,0.43,0.086,adult female,Racoon,Blacklegged,62,101.1111111
44374,0.43,0.086,adult female,Racoon,Blacklegged,60.9,100.9888889
44375,0.4,0.08,adult male,Dog,Blacklegged,61.3,101.0333333
44376,0.6,0.12,adult female,Racoon,Rocky Mountain Wood,61.5,101.0555556
44377,0.52,0.104,nymph,Racoon,Groundhog,60.4,100.9333333
44378,0.52,0.104,nymph,Bird,Gulf Coast,61.8,101.0888889
44379,0.52,0.104,adult female,Fox,Brown Dog,61.8,101.0888889
44380,0.5,0.1,adult male,Dog,Groundhog,60.7,100.9666667
44381,0.5,0.1,adult male,Dog,Groundhog,60.5,100.9444444
44382,0.5,0.1,adult female,Racoon,Groundhog,62,101.1111111
44383,0.67,0.134,larvae,Deer,Gulf Coast,64.2,101.3555556
44384,0.52,0.104,adult female,Fox,Gulf Coast,62.5,101.1666667
44385,0.41,0.082,adult male,Squirrel,American Dog,61.6,101.0666667
44386,0.41,0.082,adult female,Squirrel,American Dog,62.3,101.1444444
44387,0.41,0.082,adult male,Squirrel,American Dog,62.3,101.1444444
44388,0.41,0.082,adult female,Squirrel,American Dog,62.2,101.1333333
44389,0.41,0.082,adult female,Squirrel,American Dog,60.6,100.9555556
44390,0.41,0.082,adult female,Squirrel,American Dog,62.3,101.1444444
44391,0.54,0.108,nymph,Squirrel,Groundhog,61.1,101.0111111
44392,0.51,0.102,nymph,Dog,Gulf Coast,58.1,100.6777778
44393,0.5,0.1,adult male,Dog,Groundhog,61,101
44394,0.51,0.102,adult female,Racoon,Groundhog,60.6,100.9555556
44395,0.4,0.08,adult female,Racoon,Blacklegged,60.9,100.9888889
44396,0.5,0.1,adult male,Bird,Gulf Coast,62.5,101.1666667
44397,0.5,0.1,nymph,Dog,Groundhog,63.4,101.2666667
44398,0.5,0.1,adult male,Dog,Groundhog,63,101.2222222
44399,0.5,0.1,adult male,Bird,Gulf Coast,60.9,100.9888889
44400,0.5,0.1,nymph,Dog,Groundhog,62.9,101.2111111
44401,0.43,0.086,adult male,Squirrel,American Dog,59.6,100.8444444
44402,0.43,0.086,adult female,Squirrel,American Dog,62.3,101.1444444
44403,0.66,0.132,adult female,Dog,Western Blacklegged,62.4,101.1555556
44404,0.55,0.11,adult female,Fox,Rocky Mountain Wood,61.4,101.0444444
44405,0.55,0.11,adult female,Fox,Rocky Mountain Wood,60.8,100.9777778
44406,0.53,0.106,adult female,Squirrel,Groundhog,61.4,101.0444444
44407,0.56,0.112,adult female,Bird,Groundhog,62.2,101.1333333
44408,0.51,0.102,adult female,Bird,Groundhog,61,101
44409,0.51,0.102,adult female,Dog,Rocky Mountain Wood,60.9,100.9888889
44410,0.53,0.106,adult female,Dog,Rocky Mountain Wood,61.9,101.1
44411,0.56,0.112,adult male,Fox,Gulf Coast,60.1,100.9
44412,0.46,0.092,adult female,Dog,American Dog,62.6,101.1777778
44413,0.52,0.104,adult female,Bird,Groundhog,61.2,101.0222222
44414,0.52,0.104,adult female,Bird,Groundhog,61.9,101.1
44415,0.54,0.108,adult female,Cat,Rocky Mountain Wood,62.3,101.1444444
44416,0.52,0.104,adult female,Dog,Rocky Mountain Wood,61,101
44417,0.58,0.116,adult male,Racoon,Groundhog,62.2,101.1333333
44418,0.55,0.11,nymph,Dog,Rocky Mountain Wood,58.5,100.7222222
44419,0.53,0.106,adult female,Squirrel,Rocky Mountain Wood,61.2,101.0222222
44420,0.49,0.098,nymph,Fox,Brown Dog,62.3,101.1444444
44421,0.51,0.102,nymph,Bird,Gulf Coast,61,101
44422,0.52,0.104,adult female,Racoon,Gulf Coast,62.5,101.1666667
44423,0.75,0.15,adult male,Deer,Western Blacklegged,62.9,101.2111111
44424,0.55,0.11,adult female,Bird,Groundhog,62.2,101.1333333
44425,0.55,0.11,adult female,Fox,Gulf Coast,61.9,101.1
44426,0.5,0.1,adult male,Squirrel,Rocky Mountain Wood,63,101.2222222
44427,0.61,0.122,adult female,Racoon,Western Blacklegged,61.9,101.1
44428,0.61,0.122,adult male,Fox,Rocky Mountain Wood,61.2,101.0222222
44429,0.72,0.144,adult male,Bird,Western Blacklegged,60.6,100.9555556
44430,0.55,0.11,nymph,Dog,Groundhog,58.1,100.6777778
44431,0.5,0.1,larvae,Squirrel,Groundhog,64,101.3333333
44432,0.64,0.128,adult female,Cat,Gulf Coast,60.8,100.9777778
44433,0.61,0.122,nymph,Fox,Groundhog,63.3,101.2555556
44434,0.56,0.112,nymph,Bird,Groundhog,63.4,101.2666667
44435,0.48,0.096,adult female,Fox,Brown Dog,62.5,101.1666667
44436,0.54,0.108,adult female,Dog,Groundhog,61.8,101.0888889
44437,0.51,0.102,larvae,Bird,Gulf Coast,63.4,101.2666667
44438,0.51,0.102,adult male,Dog,Groundhog,62.5,101.1666667
44439,0.51,0.102,adult female,Dog,Groundhog,61.7,101.0777778
44440,0.51,0.102,nymph,Dog,Groundhog,63,101.2222222
44441,0.59,0.118,adult male,Squirrel,Western Blacklegged,62.6,101.1777778
44442,0.57,0.114,adult male,Dog,Rocky Mountain Wood,62.2,101.1333333
44443,0.59,0.118,adult male,Fox,Groundhog,60.2,100.9111111
44444,0.52,0.104,nymph,Racoon,Groundhog,61.1,101.0111111
44445,0.61,0.122,adult female,Fox,Groundhog,62,101.1111111
44446,0.61,0.122,adult female,Fox,Groundhog,62.5,101.1666667
44447,0.51,0.102,adult female,Racoon,Groundhog,61.9,101.1
44448,0.51,0.102,adult female,Racoon,Groundhog,61,101
44449,0.52,0.104,adult female,Racoon,Groundhog,61.7,101.0777778
44450,0.55,0.11,adult female,Bird,Gulf Coast,60.9,100.9888889
44451,0.5,0.1,adult female,Dog,Gulf Coast,62.7,101.1888889
44452,0.56,0.112,adult female,Bird,Rocky Mountain Wood,62.3,101.1444444
44453,0.51,0.102,adult male,Bird,Gulf Coast,61,101
44454,0.53,0.106,larvae,Bird,Gulf Coast,63.8,101.3111111
44455,0.53,0.106,nymph,Racoon,Groundhog,62.7,101.1888889
44456,0.5,0.1,nymph,Bird,Gulf Coast,61.3,101.0333333
44457,0.5,0.1,nymph,Bird,Gulf Coast,62.9,101.2111111
44458,0.57,0.114,nymph,Deer,Blacklegged,59.8,100.8666667
44459,0.55,0.11,nymph,Squirrel,Rocky Mountain Wood,63.1,101.2333333
44460,0.54,0.108,nymph,Squirrel,Rocky Mountain Wood,60,100.8888889
44461,0.55,0.11,adult female,Cat,American Dog,61.7,101.0777778
44462,0.55,0.11,adult male,Cat,American Dog,61.3,101.0333333
44463,0.55,0.11,adult female,Cat,American Dog,62.7,101.1888889
44464,0.52,0.104,adult female,Fox,Groundhog,61.5,101.0555556
44465,0.52,0.104,adult female,Fox,Groundhog,60.3,100.9222222
44466,0.5,0.1,adult male,Squirrel,Rocky Mountain Wood,62.8,101.2
44467,0.51,0.102,adult female,Racoon,Rocky Mountain Wood,61.1,101.0111111
44468,0.5,0.1,adult male,Dog,Rocky Mountain Wood,59.9,100.8777778
44469,0.51,0.102,adult male,Dog,Rocky Mountain Wood,61.5,101.0555556
44470,0.52,0.104,larvae,Racoon,Gulf Coast,58.6,100.7333333
44471,0.54,0.108,adult female,Dog,Rocky Mountain Wood,61.5,101.0555556
44472,0.59,0.118,nymph,Racoon,Rocky Mountain Wood,61.4,101.0444444
44473,0.54,0.108,adult female,Squirrel,Rocky Mountain Wood,62.6,101.1777778
44474,0.54,0.108,adult male,Squirrel,Rocky Mountain Wood,62.3,101.1444444
44475,0.52,0.104,adult female,Bird,Groundhog,60.8,100.9777778
44476,0.51,0.102,adult female,Racoon,Groundhog,62,101.1111111
44477,0.51,0.102,adult female,Bird,Gulf Coast,61.3,101.0333333
44478,0.56,0.112,adult male,Squirrel,Rocky Mountain Wood,60.2,100.9111111
44479,0.62,0.124,adult male,Racoon,Rocky Mountain Wood,61.7,101.0777778
44480,0.55,0.11,adult female,Dog,Groundhog,62,101.1111111
44481,0.55,0.11,adult female,Dog,Groundhog,60.3,100.9222222
44482,0.5,0.1,larvae,Fox,American Dog,63.3,101.2555556
44483,0.55,0.11,adult female,Dog,Groundhog,59.8,100.8666667
44484,0.6,0.12,nymph,Fox,Groundhog,64.2,101.3555556
44485,0.51,0.102,adult male,Squirrel,Groundhog,60.9,100.9888889
44486,0.51,0.102,adult female,Squirrel,Groundhog,61.9,101.1
44487,0.51,0.102,nymph,Squirrel,Groundhog,62.9,101.2111111
44488,0.58,0.116,adult female,Squirrel,Rocky Mountain Wood,62,101.1111111
44489,0.7,0.14,adult male,Racoon,Western Blacklegged,61.6,101.0666667
44490,0.5,0.1,nymph,Fox,Gulf Coast,61.6,101.0666667
44491,0.5,0.1,nymph,Fox,Gulf Coast,61,101
44492,0.55,0.11,adult female,Racoon,Rocky Mountain Wood,61.7,101.0777778
44493,0.53,0.106,adult female,Bird,Groundhog,60.9,100.9888889
44494,0.52,0.104,adult female,Fox,Gulf Coast,62,101.1111111
44495,0.55,0.11,nymph,Racoon,Groundhog,62.5,101.1666667
44496,0.51,0.102,nymph,Squirrel,Groundhog,63.7,101.3
44497,0.51,0.102,nymph,Bird,Gulf Coast,62.7,101.1888889
44498,0.51,0.102,adult female,Bird,Gulf Coast,61.4,101.0444444
44499,0.51,0.102,adult female,Bird,Gulf Coast,62.2,101.1333333
44500,0.51,0.102,adult female,Bird,Gulf Coast,61.6,101.0666667
44501,0.6,0.12,larvae,Racoon,Rocky Mountain Wood,57.1,100.5666667
44502,0.6,0.12,nymph,Racoon,Rocky Mountain Wood,63.2,101.2444444
44503,0.9,0.18,adult male,Fox,Lone Star,58.8,100.7555556
44504,0.54,0.108,nymph,Racoon,Gulf Coast,61.6,101.0666667
44505,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,62.4,101.1555556
44506,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,61.8,101.0888889
44507,0.52,0.104,adult female,Racoon,Groundhog,62.5,101.1666667
44508,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,62.7,101.1888889
44509,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,60,100.8888889
44510,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,62.2,101.1333333
44511,0.52,0.104,nymph,Racoon,Groundhog,60.7,100.9666667
44512,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,62.4,101.1555556
44513,0.54,0.108,larvae,Dog,Rocky Mountain Wood,61.5,101.0555556
44514,0.52,0.104,adult male,Squirrel,Rocky Mountain Wood,61.4,101.0444444
44515,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,61.5,101.0555556
44516,0.52,0.104,adult male,Racoon,Groundhog,62.1,101.1222222
44517,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,60.9,100.9888889
44518,0.54,0.108,adult male,Fox,Gulf Coast,62.6,101.1777778
44519,0.52,0.104,adult male,Racoon,Groundhog,62.2,101.1333333
44520,0.58,0.116,adult female,Fox,Groundhog,62.4,101.1555556
44521,0.51,0.102,nymph,Racoon,Groundhog,62,101.1111111
44522,0.51,0.102,nymph,Racoon,Groundhog,60.6,100.9555556
44523,0.53,0.106,nymph,Squirrel,Groundhog,63.2,101.2444444
44524,0.52,0.104,nymph,Dog,Groundhog,59.2,100.8
44525,0.52,0.104,nymph,Dog,Gulf Coast,63.4,101.2666667
44526,0.5,0.1,adult female,Dog,Rocky Mountain Wood,61.3,101.0333333
44527,0.5,0.1,adult female,Bird,Groundhog,62.2,101.1333333
44528,0.6,0.12,adult female,Dog,Rocky Mountain Wood,61.4,101.0444444
44529,0.53,0.106,adult female,Fox,Gulf Coast,61.2,101.0222222
44530,0.5,0.1,adult female,Racoon,Gulf Coast,61.4,101.0444444
44531,0.54,0.108,larvae,Dog,Rocky Mountain Wood,59.9,100.8777778
44532,0.5,0.1,nymph,Squirrel,Groundhog,63.3,101.2555556
44533,0.51,0.102,eggs,Racoon,Groundhog,56.3,100.4777778
44534,0.51,0.102,adult male,Squirrel,Rocky Mountain Wood,62,101.1111111
44535,0.5,0.1,nymph,Bird,Gulf Coast,61.9,101.1
44536,0.5,0.1,adult female,Dog,Gulf Coast,62.2,101.1333333
44537,0.7,0.14,nymph,Cat,Western Blacklegged,60.9,100.9888889
44538,0.5,0.1,adult female,Dog,Gulf Coast,62.3,101.1444444
44539,0.5,0.1,nymph,Dog,Gulf Coast,63.9,101.3222222
44540,0.51,0.102,nymph,Racoon,Gulf Coast,61.4,101.0444444
44541,0.55,0.11,adult female,Bird,Groundhog,61.2,101.0222222
44542,0.53,0.106,adult female,Fox,Groundhog,61.7,101.0777778
44543,0.56,0.112,adult male,Squirrel,Rocky Mountain Wood,61,101
44544,0.56,0.112,nymph,Bird,Groundhog,62.6,101.1777778
44545,0.5,0.1,nymph,Dog,Groundhog,60.9,100.9888889
44546,0.57,0.114,nymph,Fox,Groundhog,61.7,101.0777778
44547,0.56,0.112,adult female,Cat,American Dog,60.8,100.9777778
44548,0.54,0.108,adult female,Bird,Groundhog,61.7,101.0777778
44549,0.54,0.108,adult female,Bird,Groundhog,61.2,101.0222222
44550,0.51,0.102,adult female,Dog,Groundhog,61.5,101.0555556
44551,0.55,0.11,adult female,Bird,Rocky Mountain Wood,61.9,101.1
44552,0.55,0.11,adult female,Bird,Rocky Mountain Wood,61.3,101.0333333
44553,0.55,0.11,adult female,Bird,Rocky Mountain Wood,61.7,101.0777778
44554,0.58,0.116,larvae,Bird,Groundhog,58.4,100.7111111
44555,0.52,0.104,adult male,Racoon,Groundhog,62.5,101.1666667
44556,0.52,0.104,adult male,Racoon,Groundhog,61.4,101.0444444
44557,0.52,0.104,larvae,Racoon,Groundhog,63.6,101.2888889
44558,0.52,0.104,adult female,Racoon,Groundhog,63,101.2222222
44559,0.52,0.104,adult male,Racoon,Groundhog,61.8,101.0888889
44560,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,61.8,101.0888889
44561,0.52,0.104,adult male,Squirrel,Rocky Mountain Wood,62.7,101.1888889
44562,0.52,0.104,adult male,Squirrel,Rocky Mountain Wood,60.9,100.9888889
44563,0.52,0.104,larvae,Squirrel,Rocky Mountain Wood,63.9,101.3222222
44564,0.52,0.104,larvae,Squirrel,Rocky Mountain Wood,63.7,101.3
44565,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,62.9,101.2111111
44566,0.52,0.104,adult female,Squirrel,Rocky Mountain Wood,63,101.2222222
44567,0.52,0.104,nymph,Squirrel,Rocky Mountain Wood,63.3,101.2555556
44568,0.52,0.104,nymph,Fox,Brown Dog,61.7,101.0777778
44569,0.52,0.104,adult male,Dog,Rocky Mountain Wood,61.6,101.0666667
44570,0.57,0.114,adult male,Deer,Gulf Coast,62.2,101.1333333
44571,0.57,0.114,adult male,Deer,Gulf Coast,60.6,100.9555556
44572,0.5,0.1,nymph,Dog,Groundhog,63.3,101.2555556
44573,0.52,0.104,nymph,Racoon,Groundhog,62.4,101.1555556
44574,0.53,0.106,nymph,Racoon,Gulf Coast,60.6,100.9555556
44575,0.53,0.106,adult female,Dog,Groundhog,62.5,101.1666667
44576,0.53,0.106,adult female,Bird,Gulf Coast,61.7,101.0777778
44577,0.53,0.106,nymph,Bird,Gulf Coast,61.9,101.1
44578,0.53,0.106,larvae,Dog,Groundhog,63.7,101.3
44579,0.53,0.106,nymph,Dog,Groundhog,58.3,100.7
44580,0.53,0.106,nymph,Bird,Gulf Coast,63,101.2222222
44581,0.53,0.106,adult female,Dog,Groundhog,62,101.1111111
44582,0.53,0.106,adult female,Dog,Groundhog,61,101
44583,0.53,0.106,adult female,Bird,Gulf Coast,61.6,101.0666667
44584,0.53,0.106,larvae,Bird,Gulf Coast,63.4,101.2666667
44585,0.53,0.106,nymph,Dog,Groundhog,61.4,101.0444444
44586,0.53,0.106,larvae,Dog,Groundhog,64,101.3333333
44587,0.53,0.106,adult female,Dog,Groundhog,60.9,100.9888889
44588,0.58,0.116,adult female,Squirrel,Western Blacklegged,60.9,100.9888889
44589,0.59,0.118,adult female,Dog,Rocky Mountain Wood,62,101.1111111
44590,0.54,0.108,adult female,Squirrel,Rocky Mountain Wood,62.1,101.1222222
44591,0.53,0.106,adult male,Fox,Gulf Coast,60.5,100.9444444
44592,0.53,0.106,adult male,Cat,American Dog,63,101.2222222
44593,0.53,0.106,adult female,Fox,Gulf Coast,61.7,101.0777778
44594,0.53,0.106,adult female,Fox,Gulf Coast,62.1,101.1222222
44595,0.53,0.106,adult female,Fox,Gulf Coast,61.2,101.0222222
44596,0.53,0.106,nymph,Fox,Gulf Coast,63.4,101.2666667
44597,0.53,0.106,adult male,Fox,Gulf Coast,62.3,101.1444444
44598,0.53,0.106,adult female,Fox,Gulf Coast,61.3,101.0333333
44599,0.53,0.106,adult female,Bird,Groundhog,62.5,101.1666667
44600,0.53,0.106,adult female,Bird,Groundhog,62.5,101.1666667
44601,0.53,0.106,adult male,Bird,Groundhog,61.2,101.0222222
44602,0.53,0.106,adult female,Bird,Groundhog,60.4,100.9333333
44603,0.53,0.106,adult male,Bird,Groundhog,62.4,101.1555556
44604,0.53,0.106,adult male,Bird,Groundhog,62.5,101.1666667
44605,0.53,0.106,adult female,Bird,Groundhog,61.8,101.0888889
44606,0.53,0.106,adult male,Bird,Groundhog,62,101.1111111
44607,0.53,0.106,adult male,Bird,Groundhog,62.6,101.1777778
44608,0.53,0.106,adult male,Dog,Rocky Mountain Wood,61.9,101.1
44609,0.53,0.106,adult female,Dog,Rocky Mountain Wood,61.6,101.0666667
44610,0.53,0.106,adult female,Dog,Rocky Mountain Wood,60.6,100.9555556
44611,0.53,0.106,adult female,Dog,Rocky Mountain Wood,62,101.1111111
44612,0.53,0.106,adult female,Dog,Rocky Mountain Wood,61.8,101.0888889
44613,0.53,0.106,adult female,Dog,Rocky Mountain Wood,62,101.1111111
44614,0.53,0.106,adult male,Dog,Rocky Mountain Wood,60,100.8888889
44615,0.53,0.106,adult female,Bird,Groundhog,61.6,101.0666667
44616,0.53,0.106,adult male,Bird,Groundhog,60.7,100.9666667
44617,0.53,0.106,adult female,Bird,Groundhog,60.1,100.9
44618,0.5,0.1,adult female,Fox,Brown Dog,60.3,100.9222222
44619,0.5,0.1,adult female,Fox,Brown Dog,60.4,100.9333333
44620,0.57,0.114,adult female,Bird,Groundhog,61.8,101.0888889
44621,0.57,0.114,nymph,Bird,Groundhog,62.6,101.1777778
44622,0.57,0.114,adult female,Dog,Rocky Mountain Wood,61.9,101.1
44623,0.57,0.114,adult female,Bird,Groundhog,61.8,101.0888889
44624,0.57,0.114,adult female,Dog,Rocky Mountain Wood,62.1,101.1222222
44625,0.57,0.114,nymph,Bird,Groundhog,62.1,101.1222222
44626,0.57,0.114,adult female,Bird,Groundhog,61.6,101.0666667
44627,0.57,0.114,adult male,Bird,Groundhog,59.7,100.8555556
44628,0.56,0.112,adult female,Dog,Gulf Coast,62.7,101.1888889
44629,0.56,0.112,adult female,Squirrel,Rocky Mountain Wood,62.5,101.1666667
44630,0.56,0.112,adult female,Racoon,Groundhog,62.3,101.1444444
44631,0.57,0.114,adult male,Dog,Rocky Mountain Wood,61.4,101.0444444
44632,0.57,0.114,adult male,Cat,American Dog,62.1,101.1222222
44633,0.57,0.114,adult female,Cat,American Dog,61.7,101.0777778
44634,0.57,0.114,nymph,Dog,Rocky Mountain Wood,60.3,100.9222222
44635,0.57,0.114,adult female,Dog,Rocky Mountain Wood,61.8,101.0888889
44636,0.57,0.114,nymph,Bird,Groundhog,62.8,101.2
44637,0.58,0.116,nymph,Dog,Groundhog,60.3,100.9222222
44638,0.41,0.082,adult female,Dog,American Dog,61.1,101.0111111
44639,0.51,0.102,adult female,Dog,Groundhog,62.1,101.1222222
44640,0.54,0.108,adult female,Dog,Groundhog,61.7,101.0777778
44641,0.24,0.048,nymph,Squirrel,Brown Dog,58.8,100.7555556
44642,0.24,0.048,nymph,Dog,American Dog,60.6,100.9555556
44643,0.33,0.066,larvae,Fox,Groundhog,63.8,101.3111111
44644,0.33,0.066,adult male,Fox,Groundhog,60.4,100.9333333
44645,0.28,0.056,nymph,Fox,Brown Dog,62.7,101.1888889
44646,0.28,0.056,nymph,Fox,Brown Dog,62,101.1111111
44647,0.28,0.056,nymph,Bird,Brown Dog,61.4,101.0444444
44648,0.28,0.056,nymph,Bird,Brown Dog,62.3,101.1444444
44649,0.28,0.056,nymph,Bird,Brown Dog,61.1,101.0111111
44650,0.28,0.056,nymph,Bird,Brown Dog,62.5,101.1666667
44651,0.28,0.056,adult female,Fox,Brown Dog,62,101.1111111
44652,0.28,0.056,adult female,Bird,American Dog,62.7,101.1888889
44653,0.35,0.07,larvae,Bird,Rocky Mountain Wood,63.8,101.3111111
44654,0.35,0.07,adult female,Bird,Rocky Mountain Wood,61.3,101.0333333
44655,0.29,0.058,nymph,Bird,American Dog,62,101.1111111
44656,0.35,0.07,larvae,Squirrel,Western Blacklegged,63.3,101.2555556
44657,0.35,0.07,adult male,Bird,Rocky Mountain Wood,60.3,100.9222222
44658,0.35,0.07,adult female,Squirrel,Western Blacklegged,62.2,101.1333333
44659,0.35,0.07,adult female,Squirrel,Western Blacklegged,61.8,101.0888889
44660,0.35,0.07,adult male,Squirrel,Western Blacklegged,60.8,100.9777778
44661,0.35,0.07,adult male,Squirrel,Western Blacklegged,62.3,101.1444444
44662,0.35,0.07,larvae,Bird,Rocky Mountain Wood,63.4,101.2666667
44663,0.35,0.07,adult female,Squirrel,Western Blacklegged,62.4,101.1555556
44664,0.24,0.048,adult female,Cat,Brown Dog,61.5,101.0555556
44665,0.36,0.072,adult female,Cat,Groundhog,61.8,101.0888889
44666,0.36,0.072,adult female,Cat,Groundhog,61.6,101.0666667
44667,0.36,0.072,adult female,Cat,Groundhog,61.8,101.0888889
44668,0.32,0.064,adult female,Fox,Groundhog,61.5,101.0555556
44669,0.32,0.064,adult female,Fox,Groundhog,61.3,101.0333333
44670,0.32,0.064,adult female,Fox,Groundhog,62,101.1111111
44671,0.55,0.11,nymph,Racoon,Groundhog,62.6,101.1777778
44672,0.7,0.14,nymph,Deer,Western Blacklegged,63.6,101.2888889
44673,0.49,0.098,adult female,Dog,Groundhog,61.3,101.0333333
44674,0.66,0.132,adult female,Fox,Rocky Mountain Wood,62.4,101.1555556
44675,0.55,0.11,adult female,Dog,Rocky Mountain Wood,62.5,101.1666667
44676,0.55,0.11,adult female,Dog,Rocky Mountain Wood,61.8,101.0888889
44677,0.71,0.142,adult female,Deer,Rocky Mountain Wood,62.6,101.1777778
44678,0.71,0.142,adult male,Deer,Western Blacklegged,60.7,100.9666667
44679,0.72,0.144,larvae,Racoon,Western Blacklegged,63.8,101.3111111
44680,0.53,0.106,nymph,Racoon,Groundhog,60.5,100.9444444
44681,0.53,0.106,adult female,Squirrel,Groundhog,60.2,100.9111111
44682,0.5,0.1,adult male,Squirrel,Rocky Mountain Wood,62.3,101.1444444
44683,0.5,0.1,adult male,Squirrel,Rocky Mountain Wood,61.1,101.0111111
44684,0.5,0.1,adult male,Squirrel,Rocky Mountain Wood,62.8,101.2
44685,0.5,0.1,adult female,Squirrel,Rocky Mountain Wood,62.1,101.1222222
44686,0.73,0.146,larvae,Cat,Western Blacklegged,63.7,101.3
44687,0.73,0.146,adult male,Bird,Western Blacklegged,61.2,101.0222222
44688,0.51,0.102,adult female,Fox,Brown Dog,60.1,100.9
44689,0.55,0.11,adult female,Squirrel,Rocky Mountain Wood,61.3,101.0333333
44690,0.53,0.106,nymph,Dog,Groundhog,60.1,100.9
44691,0.5,0.1,adult female,Squirrel,Groundhog,61.5,101.0555556
44692,0.51,0.102,nymph,Dog,Groundhog,61.4,101.0444444
44693,0.51,0.102,nymph,Dog,Groundhog,62.8,101.2
44694,0.57,0.114,adult female,Racoon,Groundhog,61.3,101.0333333
44695,0.56,0.112,adult female,Fox,Rocky Mountain Wood,61.6,101.0666667
